2024-08-12 10:39:30,287 | __main__ | INFO | main.py:36 | Starting Dungeon Adventure | Pygame version: 2.5.0
2024-08-12 10:39:30,288 | GameWorld | INFO | game_world.py:25 | Initializing GameWorld
2024-08-12 10:39:30,878 | MainGameController | INFO | main_game_controller.py:88 | Starting game loop
2024-08-12 10:39:30,879 | MainGameController | DEBUG | main_game_controller.py:89 | Initializing game components
2024-08-12 10:39:32,753 | GameWorld | DEBUG | game_world.py:112 | Room transition: Room 1 - Entrance Hall -> Direction.NORTH
2024-08-12 10:39:32,754 | GameWorld | DEBUG | game_world.py:136 | Entered empty room: Room 2
2024-08-12 10:39:34,492 | PyGameView | INFO | main_game_controller.py:62 | Toggling visibility of inventory
2024-08-12 10:39:34,492 | PyGameView | INFO | py_game_view.py:131 | Inventory visibility set to True
2024-08-12 10:39:35,511 | PyGameView | INFO | main_game_controller.py:62 | Toggling visibility of inventory
2024-08-12 10:39:35,511 | PyGameView | INFO | py_game_view.py:131 | Inventory visibility set to False
2024-08-12 10:39:36,566 | PyGameView | INFO | main_game_controller.py:66 | Toggling visibility of room_items
2024-08-12 10:39:36,567 | PyGameView | INFO | py_game_view.py:122 | Room items visibility set to True
2024-08-12 10:39:36,754 | PyGameView | INFO | main_game_controller.py:66 | Toggling visibility of room_items
2024-08-12 10:39:36,754 | PyGameView | INFO | py_game_view.py:122 | Room items visibility set to False
2024-08-12 10:39:37,162 | PyGameView | INFO | main_game_controller.py:66 | Toggling visibility of room_items
2024-08-12 10:39:37,162 | PyGameView | INFO | py_game_view.py:122 | Room items visibility set to True
2024-08-12 10:39:40,274 | PyGameView | INFO | main_game_controller.py:66 | Toggling visibility of room_items
2024-08-12 10:39:40,274 | PyGameView | INFO | py_game_view.py:122 | Room items visibility set to False
2024-08-12 10:39:40,700 | PyGameView | INFO | main_game_controller.py:62 | Toggling visibility of inventory
2024-08-12 10:39:40,701 | PyGameView | INFO | py_game_view.py:131 | Inventory visibility set to True
2024-08-12 10:39:46,820 | MainGameController | INFO | main_game_controller.py:104 | Quit event received
2024-08-12 10:39:46,823 | MainGameController | INFO | main_game_controller.py:98 | Game loop ended
